"1. Company name (For example, UPMC, Penn State Health, CVS, Sadler Health Center, etc.)","2. Name of vaccine providing entity (For example, UPMC Williamsport, Penn State Health Holy Spirit Medical Center, CVS Pharmacy Camp Hill, Sadler Health Center, etc.)",4. Provider Address,5. Point of contact for vaccine providing entity,6. Phone number for point of contact,POCemail,8. Type of Facility,"9. Link to public facing information, if applicable, on how to schedule an appointment to get vaccinated",Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,Starting time,Ending time,What identification requirements does your facility have for vaccine recipients?,Notes,VaccineYesNoExp,x,y
Armstrong County Memorial Hospital,Armstrong County Memorial Hospital,"79 Glade Drive, Kittanning, PA  16201",ACMH COVID-19 Vaccine Hotline,7245259021,vaccination@acmh.org,Hospital,https://www.acmh.org/covid-19%20vaccine,,,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,,,Employee Identification or paystub,,Yes,-79.56443667,40.81577132
St. Mary Medical Center,St. Mary Medical Center,"1201 Langhorne-Newtown Rd, Langhorne, PA 19047",Suzette Cunicelli,215-710-2832,LHHSCOVIDVac@stmaryhealthcare.org,Hospital,https://www.trinityhealthma.org/covid-19/vaccine-request,,,,,,,,,,,,,,,"Name, contact number, role within the practice, proof of occupation",Clinic is by appointment ONLY. Anyone interested in scheduling a vaccine appointment must first fill out a request form at https://www.trinityhealthma.org/covid-19/vaccine-request for reviewal.,Yes,-74.92953605,40.20163064
Tower Health,Phoenixville Hospital,140 Nutt Rd Phoenixville PA 19460,Sandy Crabtree,610-983-1289,phxincidentcommand@towerhealth.org,Hospital,https://towerhealth.org/covid-19-information-center/covid-vaccine-non-tower-health-affiliated-providers,,,8:00 AM,5:00 PM,8:00 AM,5:00 PM,,,8:00 AM,5:00 PM,8:00 AM,5:00 PM,,,"ID Badge, Paystub or other supporting documents that you are Phase 1A",By appointment only - schedule by web link only,Yes,-75.53821242,40.13340776
Penn Medicine Lancaster General Health,Penn Medicine Lancaster General Health,"555 N. Duke St, Lancaster, PA 17602",Medical Staff Office,7175445700,MedStaffOffice@pennmedicine.upenn.edu,Health System,http://lghealth.org/vaccine,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,7:00 AM,7:00 PM,"State license or certification, letter from the employer on organization letterhead, facility identification/security badge, group listing on employer letterhead, or other proof of occupation.",Please follow the instructions at http://lghealth.org/vaccine to register with us for your vaccine.,Yes,-76.30420998,40.04714999
QUALITY CARE PHARMACY,QUALITY CARE PHARMACY,"1 Sprint Dr, Carlisle, PA  17015",BRYAN GOBIN,7173238230,VACCINE@CAREOPTIONSRX.COM,Pharmacy,,,,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,9:00 AM,5:00 PM,10:00 AM,5:00 PM,,,Need to know where they work to make sure they qualify.,,Yes,-77.21994497,40.18034799
Holly Pharmacy ,Holly Pharmacy,31 N BALTIMORE AVE,Bryan Gobin,7173238230,VACCINE@CAREOPTIONSRX.COM,Pharmacy,,,,12:00 PM,4:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,,,Need to know where you work to make sure you qualify for the vaccine while in Phase 1,,Yes,-77.189248,40.11538053
BIG SPRING PHARMACY ,BIG SPRING PHARMACY ,91 S HIGH ST,Bryan Gobin,7173238230,VACCINE@CAREOPTIONSRX.COM,Pharmacy,,,,,,10:00 AM,6:00 PM,10:00 AM,6:00 PM,9:00 AM,5:00 PM,10:00 AM,5:00 PM,,,Need to know where you work while in Phase 1,,Yes,-77.39717796,40.17034301
ADAMS CUMBERLAND PHARMACY,ADAMS CUMBERLAND PHARMACY,"3463 BIGLERVILLE RD, BIGLERVILLE, PA  17307",BRYAN GOBIN,7173238230,VACCINE@CAREOPTIONSRX.COM,Pharmacy,,,,12:00 PM,4:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,,,Need to know where you work during Phase 1,,Yes,-77.24758002,39.92487998
MAUCH CHUNK PHARMACY,MAUCH CHUNK PHARMACY,"1204 NORTH ST, JIM THORPE, PA  18229",ANN MARIE PALUCK,7173238230,VACCINE@CAREOPTIONSRX.COM,Pharmacy,,,,,,10:00 AM,4:00 PM,10:00 AM,5:00 PM,10:00 AM,4:00 PM,10:00 AM,4:00 PM,,,Need to know where you work during Phase 1,,Yes,-75.72608818,40.88202802
STAUFFER'S DRUG STORE,STAUFFER'S DRUG STORE,"149 E MAIN ST, NEW HOLLAND, PA 17557",JOSHUA STAUFFER,717-355-9300,JOSH@RXSDS.COM,Pharmacy,https://www.stauffersdrugstore.com,,,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,10:00 AM,5:00 PM,,,drivers license,,Yes,-76.087576,40.10334399
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0002,1800 McKees Rocks Road McKees Rocks PA 15136,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.09764402,40.46778901
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0045,"9805 McKnight Road Pittsburgh, PA 15237",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 PM,9:00 PM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 PM,9:00 PM,9:00 PM,9:00 PM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.0365721,40.58561086
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0031,"5260 Grove Road Pittsburgh, PA 15236",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.00227699,40.357397
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0004,"5055 Library Road Bethel Park	 PA 15102",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.025518,40.33818299
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0046,344 Goucher St. Johnstown PA 15905,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 PM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-78.93210501,40.29293899
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0047,100 Settlers Ridge Center Dr Pittsburgh PA 15205,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.15134797,40.44163802
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0008,"200 Tarentum Bridge Road New Kensington PA	15068",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.74966018,40.59267616
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0032,"4810 Old William Penn Highway Export, PA 15632",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 AM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.66237713,40.42370862
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0052,132 Ben Avon Heights Road Pittsburgh PA 15237,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.06913901,40.52163901
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0009,"6204 State Route 30 Greensburg, PA 15601",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.59434804,40.302979
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0035,"1717 Cochran Road Pittsburgh, PA 15220",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.066031,40.39239601
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0053, 300 Tri-County Lane Belle Vernon PA 15012,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.84134115,40.13824242
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0037,"5 Quaker Village S.C. Leetsdale, PA 15056",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.20391298,40.55928201
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0010,"8901 State Route 30 North Huntingdon, PA	15642",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.68699126,40.32034622
"Primary Care Health Services, Inc.",PCHS - Wilkinsburg Family Health Center,"807 Wallace Avenue Suite 203 Wilkinsburg, PA 15221",DeNita Francis,412-247-5216,dfrancis@pchspitt.org,Federally Qualified Health Center (FQHC),pchspitt.org,,,9:00 AM,3:00 PM,10:00 AM,4:00 PM,10:00 AM,4:00 PM,10:00 AM,4:00 PM,,,,,,,No Vaccine Yet,-79.88056497,40.44370801
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0054,1606 North Center Avenue Somerset PA 15501,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.07301998,40.03646
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0038,"1901 Murray Avenue Pittsburgh, PA 15217",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.92256098,40.43566499
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0064,"3812 O'Neil Blvd. McKeesport, PA 15132",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.83128615,40.34726322
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0060,4010 Monroeville Boulevard Monroeville PA 15146 ,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.77266397,40.43209401
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0014,"7000 Oxford Dr.	Bethel Park PA 15102",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.04691832,40.34702092
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0061,2021 Wharton Street Pittsburgh PA 15203,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.97724997,40.43098001
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0039,"331 Washington Road Washington, PA 15301",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.22892902,40.18639599
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0065,"4110 Brighton Rd. Pittsburgh, PA 15212",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.04416899,40.48917099
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0062,111 West Madison Street Rochester PA 15074,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.28775003,40.70156
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0040,"5550 Centre Ave Pittsburgh, PA 15232",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.93436497,40.456606
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0015,"1701 Lincoln Highway North Versailles, PA 15137",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.78625699,40.37113402
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0063,4250 Murray Ave Pittsburgh PA 15217,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.929423,40.42225298
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0066,"2650 Constitution Blvd. Beaver Falls, PA 15010",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.37858002,40.77638001
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0041,"41 Towne Center Drive Leechburg, PA 15656",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.60910102,40.606839
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0067,"8080 McIntyre Square Drive Pittsburgh, PA 15237",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.01882496,40.55528799
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0042,"206 Seven Fields Blvd Seven Fields, PA 16046",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.05721789,40.6889504
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0074,1165 McKinney Lane Pittsburgh PA 15220,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.03568936,40.42305539
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0017,"6320 Shakespeare St.	Pittsburgh, PA 15206",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.92075502,40.45867
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0043,"155 Towne Centre Drive Wexford, PA 15090",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.05490934,40.63168927
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0068,"5990 University Blvd. Moon Township, PA 15108",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-80.22056304,40.521775
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0018,"1671 Butler Plank Road Glenshaw, PA 15116",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.96491499,40.53754501
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0077,254 Yost Blvd. Pittsburgh PA 15221,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.85529202,40.414491
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0069,"9001 Frankstown Road Pittsburgh, PA 15235",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.86525802,40.462667
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0078,230 Rodi Rd. Pittsburgh PA 15235,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.82521197,40.46174499
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0019,"1233 Broad St Johnstown, PA 15906",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-78.93994,40.34536599
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0088,"110 S. Martin St Titusville, PA 16354",,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-79.67154263,41.62672967
"Giant Eagle, Inc.",Giant Eagle Pharmacy #0079,510 Marwalt Lane Roaring Spring PA 16673,,1-800-553-2324,,Pharmacy,https://www.gianteagle.com/covidvaccine,9:00 AM,5:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,6:00 PM,Name / Date of Birth,Primary Corporate Contact - Chiara Gessler - chiara.gessler@gianteagle.com,No Vaccine Yet,-78.39166755,40.32996075
